"","city","city_ascii","province_id","province_name","lat","lng","population","density","overall_csi_index","overall_csi_rank","violent_csi_index","violent_csi_rank","nonviolent_csi_index","nonviolent_csi_rank"
"1681","Saint-Aimé-des-Lacs","Saint-Aime-des-Lacs","QC","Quebec",47.6833,-70.3,1073,11.6,NA,NA,NA,NA,NA,NA
"1682","Lac-Drolet","Lac-Drolet","QC","Quebec",45.72,-70.85,1071,8.6,NA,NA,NA,NA,NA,NA
"1683","Preeceville","Preeceville","SK","Saskatchewan",51.958,-102.6673,1070,0.7,NA,NA,NA,NA,NA,NA
"1684","Maple Creek No. 111","Maple Creek No. 111","SK","Saskatchewan",49.8044,-109.6508,1068,0.3,NA,NA,NA,NA,NA,NA
"1685","Harbour Main-Chapel's Cove-Lakeview","Harbour Main-Chapel's Cove-Lakeview","NL","Newfoundland and Labrador",47.4337,-53.1458,1067,50.6,NA,NA,NA,NA,NA,NA
"1686","Saint-Wenceslas","Saint-Wenceslas","QC","Quebec",46.1667,-72.3333,1064,13.3,NA,NA,NA,NA,NA,NA
"1687","Weyburn No. 67","Weyburn No. 67","SK","Saskatchewan",49.6535,-103.8348,1064,1.3,NA,NA,NA,NA,NA,NA
"1688","Birch Hills","Birch Hills","SK","Saskatchewan",52.9833,-105.4333,1064,468.4,NA,NA,NA,NA,NA,NA
"1689","Wedgeport","Wedgeport","NS","Nova Scotia",43.7323,-65.9797,1061,109.3,NA,NA,NA,NA,NA,NA
"1690","Kerrobert","Kerrobert","SK","Saskatchewan",51.92,-109.1272,1061,141.7,NA,NA,NA,NA,NA,NA
"1691","Havelock","Havelock","NB","New Brunswick",45.9523,-65.3885,1061,3,NA,NA,NA,NA,NA,NA
"1692","Eston","Eston","SK","Saskatchewan",51.15,-108.75,1061,390.3,NA,NA,NA,NA,NA,NA
"1693","Sainte-Geneviève-de-Batiscan","Sainte-Genevieve-de-Batiscan","QC","Quebec",46.5333,-72.3333,1060,10.8,NA,NA,NA,NA,NA,NA
"1694","Saint-Justin","Saint-Justin","QC","Quebec",46.25,-73.0833,1060,13.5,NA,NA,NA,NA,NA,NA
"1695","Saint-Norbert","Saint-Norbert","QC","Quebec",46.1667,-73.3167,1059,14.1,NA,NA,NA,NA,NA,NA
"1696","Schreiber","Schreiber","ON","Ontario",48.8167,-87.2667,1059,28.8,NA,NA,NA,NA,NA,NA
"1697","Trochu","Trochu","AB","Alberta",51.8236,-113.2328,1058,381.1,NA,NA,NA,NA,NA,NA
"1698","Botsford","Botsford","NB","New Brunswick",46.1145,-63.9804,1058,3.5,NA,NA,NA,NA,NA,NA
"1699","Riviere-Ouelle","Riviere-Ouelle","QC","Quebec",47.4333,-70.0167,1058,18.6,NA,NA,NA,NA,NA,NA
"1700","Greenwich","Greenwich","NB","New Brunswick",45.5112,-66.1229,1058,9.2,NA,NA,NA,NA,NA,NA
"1701","Stukely-Sud","Stukely-Sud","QC","Quebec",45.3167,-72.4167,1058,15.8,NA,NA,NA,NA,NA,NA
"1702","Saint-Georges-de-Clarenceville","Saint-Georges-de-Clarenceville","QC","Quebec",45.0667,-73.25,1056,16.6,NA,NA,NA,NA,NA,NA
"1703","Sainte-Thérèse-de-Gaspé","Sainte-Therese-de-Gaspe","QC","Quebec",48.4167,-64.4167,1055,31.5,NA,NA,NA,NA,NA,NA
"1704","Beachburg","Beachburg","ON","Ontario",45.7303,-76.8559,1054,242.8,NA,NA,NA,NA,NA,NA
"1705","Desbiens","Desbiens","QC","Quebec",48.4167,-71.95,1053,101.1,NA,NA,NA,NA,NA,NA
"1706","Clyde River","Clyde River","NU","Nunavut",70.4632,-68.4822,1053,9.9,NA,NA,NA,NA,NA,NA
"1707","La Macaza","La Macaza","QC","Quebec",46.3667,-74.7667,1053,6.5,NA,NA,NA,NA,NA,NA
"1708","Souris","Souris","PE","Prince Edward Island",46.3554,-62.2542,1053,303.7,NA,NA,NA,NA,NA,NA
"1709","Kindersley No. 290","Kindersley No. 290","SK","Saskatchewan",51.4894,-109.0979,1049,0.5,NA,NA,NA,NA,NA,NA
"1710","Laird","Laird","ON","Ontario",46.3833,-84.0667,1047,10.2,NA,NA,NA,NA,NA,NA
"1711","Falher","Falher","AB","Alberta",55.7372,-117.2014,1047,376.4,NA,NA,NA,NA,NA,NA
"1712","Saint-Vallier","Saint-Vallier","QC","Quebec",46.8833,-70.8167,1046,23.4,NA,NA,NA,NA,NA,NA
"1713","Coleraine","Coleraine","QC","Quebec",45.9649,-71.3734,1043,249.9,NA,NA,NA,NA,NA,NA
"1714","Melita","Melita","MB","Manitoba",49.2681,-100.9958,1042,342.7,NA,NA,NA,NA,NA,NA
"1715","Noonan","Noonan","NB","New Brunswick",45.9544,-66.4868,1042,13.7,NA,NA,NA,NA,NA,NA
"1716","Sainte-Pétronille","Sainte-Petronille","QC","Quebec",46.85,-71.1333,1041,227.2,NA,NA,NA,NA,NA,NA
"1717","Delisle","Delisle","SK","Saskatchewan",51.9254,-107.1333,1038,310.2,NA,NA,NA,NA,NA,NA
"1718","Bristol","Bristol","QC","Quebec",45.5333,-76.4667,1036,5,NA,NA,NA,NA,NA,NA
"1719","Mahone Bay","Mahone Bay","NS","Nova Scotia",44.4489,-64.3819,1036,332.1,NA,NA,NA,NA,NA,NA
"1720","Waldheim","Waldheim","SK","Saskatchewan",52.65,-106.6167,1035,525.5,NA,NA,NA,NA,NA,NA
"1721","Saint-Sylvestre","Saint-Sylvestre","QC","Quebec",46.3667,-71.2333,1035,7.1,NA,NA,NA,NA,NA,NA
"1722","Taloyoak","Taloyoak","NU","Nunavut",69.5554,-93.4972,1029,27.3,NA,NA,NA,NA,NA,NA
"1723","Onoway","Onoway","AB","Alberta",53.7011,-114.1981,1029,310.3,NA,NA,NA,NA,NA,NA
"1724","Saint-Stanislas","Saint-Stanislas","QC","Quebec",46.6167,-72.4,1029,11.5,NA,NA,NA,NA,NA,NA
"1725","Malpeque","Malpeque","PE","Prince Edward Island",46.5,-63.6667,1029,8.1,NA,NA,NA,NA,NA,NA
"1726","Plantagenet","Plantagenet","ON","Ontario",45.5321,-74.9956,1027,260.5,NA,NA,NA,NA,NA,NA
"1727","Longue-Rive","Longue-Rive","QC","Quebec",48.55,-69.25,1026,3.3,NA,NA,NA,NA,NA,NA
"1728","Argyle","Argyle","MB","Manitoba",49.3697,-99.1506,1025,1.3,NA,NA,NA,NA,NA,NA
"1729","Davidson","Davidson","SK","Saskatchewan",51.2667,-105.9667,1025,228.4,NA,NA,NA,NA,NA,NA
"1730","Plaster Rock","Plaster Rock","NB","New Brunswick",46.8833,-67.3833,1023,336.1,NA,NA,NA,NA,NA,NA
"1731","Wilmot","Wilmot","NB","New Brunswick",46.3463,-67.7099,1022,5.3,NA,NA,NA,NA,NA,NA
"1732","Valemount","Valemount","BC","British Columbia",52.8284,-119.2659,1021,197.6,NA,NA,NA,NA,NA,NA
"1733","Saint-Léonard-de-Portneuf","Saint-Leonard-de-Portneuf","QC","Quebec",46.8833,-71.9167,1019,7.2,NA,NA,NA,NA,NA,NA
"1734","Alberta Beach","Alberta Beach","AB","Alberta",53.6767,-114.35,1018,507.1,NA,NA,NA,NA,NA,NA
"1735","Saint-Narcisse-de-Rimouski","Saint-Narcisse-de-Rimouski","QC","Quebec",48.28,-68.43,1017,6.2,NA,NA,NA,NA,NA,NA
"1736","Saint-Bonaventure","Saint-Bonaventure","QC","Quebec",45.9667,-72.6833,1017,12.9,NA,NA,NA,NA,NA,NA
"1737","Longlaketon No. 219","Longlaketon No. 219","SK","Saskatchewan",50.9386,-104.6913,1016,1,NA,NA,NA,NA,NA,NA
"1738","Papineau-Cameron","Papineau-Cameron","ON","Ontario",46.3,-78.7333,1016,1.8,NA,NA,NA,NA,NA,NA
"1739","Assiginack","Assiginack","ON","Ontario",45.7333,-81.8,1013,4.5,NA,NA,NA,NA,NA,NA
"1740","Brébeuf","Brebeuf","QC","Quebec",46.0667,-74.6667,1012,27.9,NA,NA,NA,NA,NA,NA
"1741","Hudson Hope","Hudson Hope","BC","British Columbia",56.0316,-121.9057,1012,1.1,NA,NA,NA,NA,NA,NA
"1742","Prince","Prince","ON","Ontario",46.5333,-84.5,1010,11.8,NA,NA,NA,NA,NA,NA
"1743","Baie-du-Febvre","Baie-du-Febvre","QC","Quebec",46.13,-72.72,1010,10.4,NA,NA,NA,NA,NA,NA
"1744","Durham-Sud","Durham-Sud","QC","Quebec",45.6667,-72.3333,1008,10.8,NA,NA,NA,NA,NA,NA
"1745","Melbourne","Melbourne","QC","Quebec",45.58,-72.17,1004,5.8,NA,NA,NA,NA,NA,NA
"1746","Nipawin No. 487","Nipawin No. 487","SK","Saskatchewan",53.2881,-104.0544,1004,1.1,NA,NA,NA,NA,NA,NA
"1747","Duck Lake No. 463","Duck Lake No. 463","SK","Saskatchewan",52.9596,-106.2089,1004,1,NA,NA,NA,NA,NA,NA
"1748","Oyen","Oyen","AB","Alberta",51.3522,-110.4739,1001,189.6,NA,NA,NA,NA,NA,NA
