"","city","city_ascii","province_id","province_name","lat","lng","population","density","overall_csi_index","overall_csi_rank","violent_csi_index","violent_csi_rank","nonviolent_csi_index","nonviolent_csi_rank"
"1042","Pessamit","Pessamit","QC","Quebec",49.0485,-68.6814,2256,8.8,NA,NA,NA,NA,NA,NA
"1043","Maskinongé","Maskinonge","QC","Quebec",46.2333,-73.0167,2253,30.2,NA,NA,NA,NA,NA,NA
"1044","Saint-Charles-de-Bellechasse","Saint-Charles-de-Bellechasse","QC","Quebec",46.7667,-70.95,2246,24.1,NA,NA,NA,NA,NA,NA
"1045","Fogo Island","Fogo Island","NL","Newfoundland and Labrador",49.6667,-54.1833,2244,9.4,NA,NA,NA,NA,NA,NA
"1046","East Broughton","East Broughton","QC","Quebec",46.2167,-71.0667,2229,255.3,NA,NA,NA,NA,NA,NA
"1047","Lantz","Lantz","NS","Nova Scotia",44.9894,-63.4736,2229,749.9,NA,NA,NA,NA,NA,NA
"1048","Calmar","Calmar","AB","Alberta",53.25,-113.7833,2228,476.2,NA,NA,NA,NA,NA,NA
"1049","Highlands","Highlands","BC","British Columbia",48.52,-123.5,2225,58.5,NA,NA,NA,NA,NA,NA
"1050","Saint-Polycarpe","Saint-Polycarpe","QC","Quebec",45.3,-74.3,2224,31.8,NA,NA,NA,NA,NA,NA
"1051","Logy Bay-Middle Cove-Outer Cove","Logy Bay-Middle Cove-Outer Cove","NL","Newfoundland and Labrador",47.63,-52.68,2221,130.9,NA,NA,NA,NA,NA,NA
"1052","Deschambault","Deschambault","QC","Quebec",46.6436,-72.0236,2220,17.8,NA,NA,NA,NA,NA,NA
"1053","Canora","Canora","SK","Saskatchewan",51.6339,-102.4369,2219,303.7,NA,NA,NA,NA,NA,NA
"1054","Upper Miramichi","Upper Miramichi","NB","New Brunswick",46.5254,-66.2085,2218,1.2,NA,NA,NA,NA,NA,NA
"1055","Anmore","Anmore","BC","British Columbia",49.3144,-122.8564,2210,80.2,NA,NA,NA,NA,NA,NA
"1056","Hardwicke","Hardwicke","NB","New Brunswick",47.0208,-65.0302,2201,7.9,NA,NA,NA,NA,NA,NA
"1057","Saint-Côme","Saint-Come","QC","Quebec",46.27,-73.78,2198,13.5,NA,NA,NA,NA,NA,NA
"1058","Waskaganish","Waskaganish","QC","Quebec",51.3674,-78.7069,2196,4.4,NA,NA,NA,NA,NA,NA
"1059","Twillingate","Twillingate","NL","Newfoundland and Labrador",49.6444,-54.7436,2196,85.3,NA,NA,NA,NA,NA,NA
"1060","Saint-Quentin","Saint-Quentin","NB","New Brunswick",47.5135,-67.3921,2194,517.2,NA,NA,NA,NA,NA,NA
"1061","Lebel-sur-Quévillon","Lebel-sur-Quevillon","QC","Quebec",49.05,-76.9833,2187,53.8,NA,NA,NA,NA,NA,NA
"1062","Pilot Butte","Pilot Butte","SK","Saskatchewan",50.4667,-104.4167,2183,377.7,NA,NA,NA,NA,NA,NA
"1063","Nanton","Nanton","AB","Alberta",50.3494,-113.7717,2181,447.8,NA,NA,NA,NA,NA,NA
"1064","Pierreville","Pierreville","QC","Quebec",46.0667,-72.8167,2176,27.8,NA,NA,NA,NA,NA,NA
"1065","New-Wes-Valley","New-Wes-Valley","NL","Newfoundland and Labrador",49.15,-53.5833,2172,16.3,NA,NA,NA,NA,NA,NA
"1066","Pennfield Ridge","Pennfield Ridge","NB","New Brunswick",45.1924,-66.6858,2170,6,NA,NA,NA,NA,NA,NA
"1067","West Interlake","West Interlake","MB","Manitoba",50.9837,-98.3572,2162,1.3,NA,NA,NA,NA,NA,NA
"1068","Biggar","Biggar","SK","Saskatchewan",52.059,-107.979,2161,137.2,NA,NA,NA,NA,NA,NA
"1069","Britannia No. 502","Britannia No. 502","SK","Saskatchewan",53.4236,-109.7772,2153,2.3,NA,NA,NA,NA,NA,NA
"1070","Kent","Kent","NB","New Brunswick",46.6221,-67.2953,2153,2.6,NA,NA,NA,NA,NA,NA
"1071","Wabana","Wabana","NL","Newfoundland and Labrador",47.65,-52.9333,2146,148,NA,NA,NA,NA,NA,NA
"1072","Saint-Gilles","Saint-Gilles","QC","Quebec",46.5167,-71.3667,2138,12.1,NA,NA,NA,NA,NA,NA
"1073","Wendake","Wendake","QC","Quebec",46.8693,-71.3628,2134,1253.9,NA,NA,NA,NA,NA,NA
"1074","Saint-Bernard","Saint-Bernard","QC","Quebec",46.5,-71.1333,2131,23.7,NA,NA,NA,NA,NA,NA
"1075","Sainte-Cécile-de-Milton","Sainte-Cecile-de-Milton","QC","Quebec",45.4833,-72.75,2128,29.1,NA,NA,NA,NA,NA,NA
"1076","Saint-Roch-de-Richelieu","Saint-Roch-de-Richelieu","QC","Quebec",45.8833,-73.1667,2122,60.9,NA,NA,NA,NA,NA,NA
"1077","Saint-Nazaire","Saint-Nazaire","QC","Quebec",48.5833,-71.5333,2114,14.6,NA,NA,NA,NA,NA,NA
"1078","Saint-Elzéar","Saint-Elzear","QC","Quebec",46.4,-71.0667,2107,24.1,NA,NA,NA,NA,NA,NA
"1079","Hinchinbrooke","Hinchinbrooke","QC","Quebec",45.05,-74.1,2103,14.1,NA,NA,NA,NA,NA,NA
"1080","Saint-François-Xavier-de-Brompton","Saint-Francois-Xavier-de-Brompton","QC","Quebec",45.5333,-72.05,2101,21.5,NA,NA,NA,NA,NA,NA
"1081","Papineauville","Papineauville","QC","Quebec",45.6167,-75.0167,2101,34.3,NA,NA,NA,NA,NA,NA
"1082","Prairie View","Prairie View","MB","Manitoba",50.3304,-100.9803,2088,1.2,NA,NA,NA,NA,NA,NA
"1083","Cowichan Bay","Cowichan Bay","BC","British Columbia",48.7666,-123.6743,2086,89.5,NA,NA,NA,NA,NA,NA
"1084","Saint-Ignace-de-Loyola","Saint-Ignace-de-Loyola","QC","Quebec",46.0667,-73.1333,2086,57.7,NA,NA,NA,NA,NA,NA
"1085","Central Manitoulin","Central Manitoulin","ON","Ontario",45.7167,-82.2,2084,4.8,NA,NA,NA,NA,NA,NA
"1086","Maple Creek","Maple Creek","SK","Saskatchewan",49.9167,-109.4667,2084,471.3,NA,NA,NA,NA,NA,NA
"1087","Glovertown","Glovertown","NL","Newfoundland and Labrador",48.6667,-54.05,2083,29.6,NA,NA,NA,NA,NA,NA
"1088","Tofield","Tofield","AB","Alberta",53.3703,-112.6667,2081,253.4,NA,NA,NA,NA,NA,NA
"1089","Madoc","Madoc","ON","Ontario",44.5833,-77.5167,2078,7.9,NA,NA,NA,NA,NA,NA
"1090","Upton","Upton","QC","Quebec",45.65,-72.6833,2075,37.3,NA,NA,NA,NA,NA,NA
"1091","Sainte-Anne-de-Sabrevois","Sainte-Anne-de-Sabrevois","QC","Quebec",45.2,-73.2167,2074,46.3,NA,NA,NA,NA,NA,NA
"1092","Logan Lake","Logan Lake","BC","British Columbia",50.4911,-120.8153,2073,6.4,NA,NA,NA,NA,NA,NA
"1093","Sainte-Anne-de-la-Pérade","Sainte-Anne-de-la-Perade","QC","Quebec",46.5833,-72.2,2072,18.8,NA,NA,NA,NA,NA,NA
"1094","Saint-Damien-de-Buckland","Saint-Damien-de-Buckland","QC","Quebec",46.6333,-70.6667,2071,25.2,NA,NA,NA,NA,NA,NA
"1095","Baker Lake","Baker Lake","NU","Nunavut",64.3287,-96.0308,2069,11.4,NA,NA,NA,NA,NA,NA
"1096","Saltair","Saltair","BC","British Columbia",48.9504,-123.7637,2069,305.1,NA,NA,NA,NA,NA,NA
"1097","Pouch Cove","Pouch Cove","NL","Newfoundland and Labrador",47.767,-52.767,2069,35.5,NA,NA,NA,NA,NA,NA
"1098","Saint-Ferdinand","Saint-Ferdinand","QC","Quebec",46.1,-71.5667,2067,15.1,NA,NA,NA,NA,NA,NA
"1099","Port McNeill","Port McNeill","BC","British Columbia",50.5903,-127.0847,2064,149.9,NA,NA,NA,NA,NA,NA
"1100","Digby","Digby","NS","Nova Scotia",44.6222,-65.7606,2060,654.6,NA,NA,NA,NA,NA,NA
"1101","Manouane","Manouane","QC","Quebec",47.2091,-74.3833,2060,258.4,NA,NA,NA,NA,NA,NA
"1102","Saint-Gervais","Saint-Gervais","QC","Quebec",46.7167,-70.8833,2058,23.1,NA,NA,NA,NA,NA,NA
"1103","Neebing","Neebing","ON","Ontario",48.1833,-89.4667,2055,2.3,NA,NA,NA,NA,NA,NA
"1104","Redwater","Redwater","AB","Alberta",53.9489,-113.1067,2053,102.5,NA,NA,NA,NA,NA,NA
"1105","Saint-Alexandre-de-Kamouraska","Saint-Alexandre-de-Kamouraska","QC","Quebec",47.6817,-69.625,2050,18.4,NA,NA,NA,NA,NA,NA
"1106","Saint-Marc-sur-Richelieu","Saint-Marc-sur-Richelieu","QC","Quebec",45.6833,-73.2,2050,33.8,NA,NA,NA,NA,NA,NA
"1107","Mandeville","Mandeville","QC","Quebec",46.3667,-73.35,2043,6.3,NA,NA,NA,NA,NA,NA
"1108","Caplan","Caplan","QC","Quebec",48.1,-65.6833,2039,23.7,NA,NA,NA,NA,NA,NA
"1109","Point Edward","Point Edward","ON","Ontario",42.9931,-82.4083,2037,620.6,NA,NA,NA,NA,NA,NA
"1110","Allardville","Allardville","NB","New Brunswick",47.4321,-65.4383,2032,3.1,NA,NA,NA,NA,NA,NA
"1111","Waterville","Waterville","QC","Quebec",45.2667,-71.9,2028,45.7,NA,NA,NA,NA,NA,NA
"1112","Saint-Damien","Saint-Damien","QC","Quebec",46.33,-73.48,2020,7.9,NA,NA,NA,NA,NA,NA
"1113","Lac-Nominingue","Lac-Nominingue","QC","Quebec",46.4,-75.0333,2019,6.6,NA,NA,NA,NA,NA,NA
"1114","Obedjiwan","Obedjiwan","QC","Quebec",48.6686,-74.9289,2019,234.4,NA,NA,NA,NA,NA,NA
"1115","Rama","Rama","SK","Saskatchewan",51.7578,-103.0008,2016,3087.3,NA,NA,NA,NA,NA,NA
"1116","McCreary","McCreary","MB","Manitoba",50.7494,-99.485,2011,274.7,NA,NA,NA,NA,NA,NA
"1117","Deloraine-Winchester","Deloraine-Winchester","MB","Manitoba",49.1775,-100.4322,2011,2,NA,NA,NA,NA,NA,NA
"1118","Oakland-Wawanesa","Oakland-Wawanesa","MB","Manitoba",49.6208,-99.8481,2011,2.9,NA,NA,NA,NA,NA,NA
"1119","Brenda-Waskada","Brenda-Waskada","MB","Manitoba",49.1775,-100.7019,2011,0.9,NA,NA,NA,NA,NA,NA
"1120","Russell-Binscarth","Russell-Binscarth","MB","Manitoba",50.7272,-101.3689,2011,4.3,NA,NA,NA,NA,NA,NA
"1121","Ellice-Archie","Ellice-Archie","MB","Manitoba",50.3239,-101.2729,2011,0.8,NA,NA,NA,NA,NA,NA
"1122","Souris-Glenwood","Souris-Glenwood","MB","Manitoba",49.6208,-100.2581,2011,4.4,NA,NA,NA,NA,NA,NA
"1123","Riverdale","Riverdale","MB","Manitoba",49.975,-100.2789,2011,3.7,NA,NA,NA,NA,NA,NA
"1124","Pembina","Pembina","MB","Manitoba",49.1775,-98.5408,2011,2.1,NA,NA,NA,NA,NA,NA
"1125","Wallace-Woodworth","Wallace-Woodworth","MB","Manitoba",49.9156,-100.9389,2011,1.5,NA,NA,NA,NA,NA,NA
"1126","Lorne","Lorne","MB","Manitoba",49.4436,-98.7494,2011,3.3,NA,NA,NA,NA,NA,NA
"1127","Ethelbert","Ethelbert","MB","Manitoba",51.5364,-100.4981,2011,104.3,NA,NA,NA,NA,NA,NA
"1128","Yellowhead","Yellowhead","MB","Manitoba",50.4847,-100.4828,2011,1.8,NA,NA,NA,NA,NA,NA
"1129","Swan Valley West","Swan Valley West","MB","Manitoba",51.9978,-101.3944,2011,1.6,NA,NA,NA,NA,NA,NA
"1130","Grey","Grey","MB","Manitoba",49.7094,-98.0736,2011,2.8,NA,NA,NA,NA,NA,NA
"1131","Gilbert Plains","Gilbert Plains","MB","Manitoba",51.1547,-100.4381,2011,1.4,NA,NA,NA,NA,NA,NA
"1132","Norfolk-Treherne","Norfolk-Treherne","MB","Manitoba",49.6653,-98.5967,2011,2.4,NA,NA,NA,NA,NA,NA
"1133","Hamiota","Hamiota","MB","Manitoba",50.1964,-100.6342,2011,248.3,NA,NA,NA,NA,NA,NA
"1134","Emerson-Franklin","Emerson-Franklin","MB","Manitoba",49.1333,-97.0331,2011,2.6,NA,NA,NA,NA,NA,NA
"1135","Sifton","Sifton","MB","Manitoba",49.6653,-100.6678,2011,2.6,NA,NA,NA,NA,NA,NA
"1136","Rossburn","Rossburn","MB","Manitoba",50.7272,-100.7408,2011,150.4,NA,NA,NA,NA,NA,NA
"1137","Grand View","Grand View","MB","Manitoba",51.155,-100.7892,2011,310.3,NA,NA,NA,NA,NA,NA
"1138","Grassland","Grassland","MB","Manitoba",49.4306,-100.3103,2011,1.2,NA,NA,NA,NA,NA,NA
"1139","Louise","Louise","MB","Manitoba",49.1772,-98.8794,2011,2,NA,NA,NA,NA,NA,NA
"1140","Ste. Rose","Ste. Rose","MB","Manitoba",51.0222,-99.4306,2011,2.7,NA,NA,NA,NA,NA,NA
"1141","Cartwright-Roblin","Cartwright-Roblin","MB","Manitoba",49.1331,-99.2797,2011,1.8,NA,NA,NA,NA,NA,NA
"1142","Mossey River","Mossey River","MB","Manitoba",51.755,-99.9664,2011,1,NA,NA,NA,NA,NA,NA
"1143","Lakeshore","Lakeshore","MB","Manitoba",51.244,-99.6562,2011,1.1,NA,NA,NA,NA,NA,NA
"1144","Riding Mountain West","Riding Mountain West","MB","Manitoba",50.8347,-101.0961,2011,0.9,NA,NA,NA,NA,NA,NA
"1145","Clanwilliam-Erickson","Clanwilliam-Erickson","MB","Manitoba",50.5061,-99.8156,2011,2.5,NA,NA,NA,NA,NA,NA
"1146","Glenboro-South Cypress","Glenboro-South Cypress","MB","Manitoba",49.665,-99.3708,2011,1.4,NA,NA,NA,NA,NA,NA
"1147","North Norfolk","North Norfolk","MB","Manitoba",49.9308,-98.8356,2011,3.3,NA,NA,NA,NA,NA,NA
"1148","Reinland","Reinland","MB","Manitoba",49.1331,-97.5942,2011,6.2,NA,NA,NA,NA,NA,NA
"1149","Minitonas-Bowsman","Minitonas-Bowsman","MB","Manitoba",52.1433,-100.9772,2011,1.4,NA,NA,NA,NA,NA,NA
"1150","Kippens","Kippens","NL","Newfoundland and Labrador",48.5492,-58.6236,2008,140.3,NA,NA,NA,NA,NA,NA
"1151","Blucher","Blucher","SK","Saskatchewan",52.0134,-106.2176,2006,2.5,NA,NA,NA,NA,NA,NA
"1152","Hatley","Hatley","QC","Quebec",45.27,-71.95,2003,28,NA,NA,NA,NA,NA,NA
"1153","Saint-Gédéon","Saint-Gedeon","QC","Quebec",48.5,-71.7667,2001,31.5,NA,NA,NA,NA,NA,NA
"1154","Kingsey Falls","Kingsey Falls","QC","Quebec",45.85,-72.0667,2000,28.7,NA,NA,NA,NA,NA,NA
"1155","Provost","Provost","AB","Alberta",52.3539,-110.2686,1998,423,NA,NA,NA,NA,NA,NA
"1156","Saint-Charles","Saint-Charles","NB","New Brunswick",46.6692,-65.0184,1997,11.4,NA,NA,NA,NA,NA,NA
"1157","Mattawa","Mattawa","ON","Ontario",46.3167,-78.7,1993,544.8,NA,NA,NA,NA,NA,NA
"1158","Tumbler Ridge","Tumbler Ridge","BC","British Columbia",55.1333,-121,1987,1.3,NA,NA,NA,NA,NA,NA
"1159","Terrasse-Vaudreuil","Terrasse-Vaudreuil","QC","Quebec",45.4,-73.9833,1986,1865.2,NA,NA,NA,NA,NA,NA
"1160","L'Ascension-de-Notre-Seigneur","L'Ascension-de-Notre-Seigneur","QC","Quebec",48.7,-71.6833,1983,15,NA,NA,NA,NA,NA,NA
"1161","Bow Island","Bow Island","AB","Alberta",49.8667,-111.3667,1983,341.6,NA,NA,NA,NA,NA,NA
"1162","Barraute","Barraute","QC","Quebec",48.4333,-77.6333,1980,4,NA,NA,NA,NA,NA,NA
"1163","One Hundred Mile House","One Hundred Mile House","BC","British Columbia",51.6413,-121.3127,1980,37.2,NA,NA,NA,NA,NA,NA
"1164","Kedgwick","Kedgwick","NB","New Brunswick",47.6456,-67.3431,1979,3,NA,NA,NA,NA,NA,NA
"1165","Gambo","Gambo","NL","Newfoundland and Labrador",48.7833,-54.2167,1978,21.5,NA,NA,NA,NA,NA,NA
"1166","Saint-Liguori","Saint-Liguori","QC","Quebec",46.0167,-73.5667,1976,39.1,NA,NA,NA,NA,NA,NA
"1167","Bonfield","Bonfield","ON","Ontario",46.2167,-79.1333,1975,9.5,NA,NA,NA,NA,NA,NA
"1168","Pointe-Lebel","Pointe-Lebel","QC","Quebec",49.1667,-68.2,1973,23.3,NA,NA,NA,NA,NA,NA
"1169","Saint Mary","Saint Mary","NB","New Brunswick",46.3987,-64.8681,1972,8.3,NA,NA,NA,NA,NA,NA
"1170","Saint-Patrice-de-Sherrington","Saint-Patrice-de-Sherrington","QC","Quebec",45.1667,-73.5167,1971,21.3,NA,NA,NA,NA,NA,NA
"1171","Fox Creek","Fox Creek","AB","Alberta",54.395,-116.8092,1971,159.4,NA,NA,NA,NA,NA,NA
"1172","Dawn-Euphemia","Dawn-Euphemia","ON","Ontario",42.7,-82.0167,1967,4.4,NA,NA,NA,NA,NA,NA
"1173","Chapleau","Chapleau","ON","Ontario",47.8333,-83.4,1964,138.2,NA,NA,NA,NA,NA,NA
"1174","Saint-Esprit","Saint-Esprit","QC","Quebec",45.9,-73.6667,1963,36.4,NA,NA,NA,NA,NA,NA
"1175","Westfield Beach","Westfield Beach","NB","New Brunswick",45.3432,-66.2868,1962,6.6,NA,NA,NA,NA,NA,NA
"1176","Montague","Montague","PE","Prince Edward Island",46.1652,-62.65,1961,620.8,NA,NA,NA,NA,NA,NA
"1177","Mashteuiatsh","Mashteuiatsh","QC","Quebec",48.569,-72.2495,1957,134.9,NA,NA,NA,NA,NA,NA
"1178","Saint-François-du-Lac","Saint-Francois-du-Lac","QC","Quebec",46.0667,-72.8333,1957,30.4,NA,NA,NA,NA,NA,NA
"1179","Eel River Crossing","Eel River Crossing","NB","New Brunswick",48.0125,-66.4208,1953,29.8,NA,NA,NA,NA,NA,NA
"1180","Saint-Fulgence","Saint-Fulgence","QC","Quebec",48.45,-70.9,1949,5.5,NA,NA,NA,NA,NA,NA
"1181","Millet","Millet","AB","Alberta",53.0978,-113.4728,1945,522.9,NA,NA,NA,NA,NA,NA
"1182","Vallée-Jonction","Vallee-Jonction","QC","Quebec",46.3667,-70.9167,1940,76.6,NA,NA,NA,NA,NA,NA
"1183","Saint-Georges-de-Cacouna","Saint-Georges-de-Cacouna","QC","Quebec",47.9167,-69.5,1939,30.6,NA,NA,NA,NA,NA,NA
"1184","Lumsden No. 189","Lumsden No. 189","SK","Saskatchewan",50.6734,-104.7686,1938,2.4,NA,NA,NA,NA,NA,NA
"1185","Manitouwadge","Manitouwadge","ON","Ontario",49.1333,-85.8333,1937,5.5,NA,NA,NA,NA,NA,NA
"1186","Wellington","Wellington","ON","Ontario",43.9579,-77.3534,1932,275.4,35.05,269,38.13,267,33.86,265
"1187","Swift Current No. 137","Swift Current No. 137","SK","Saskatchewan",50.2211,-107.8559,1932,1.8,NA,NA,NA,NA,NA,NA
"1188","Tofino","Tofino","BC","British Columbia",49.1275,-125.8852,1932,183.1,NA,NA,NA,NA,NA,NA
"1189","Fort Qu’Appelle","Fort Qu'Appelle","SK","Saskatchewan",50.7667,-103.7833,1919,363.2,NA,NA,NA,NA,NA,NA
"1190","Vulcan","Vulcan","AB","Alberta",50.4,-113.25,1917,302.3,NA,NA,NA,NA,NA,NA
"1191","Indian Head","Indian Head","SK","Saskatchewan",50.5333,-103.6667,1910,602,NA,NA,NA,NA,NA,NA
"1192","Petit Rocher","Petit Rocher","NB","New Brunswick",47.7839,-65.7159,1908,425.2,NA,NA,NA,NA,NA,NA
"1193","Wabush","Wabush","NL","Newfoundland and Labrador",52.9081,-66.869,1906,41.2,NA,NA,NA,NA,NA,NA
"1194","Saint-Fabien","Saint-Fabien","QC","Quebec",48.3,-68.87,1906,15.9,NA,NA,NA,NA,NA,NA
"1195","Watrous","Watrous","SK","Saskatchewan",51.6841,-105.4661,1900,170.1,NA,NA,NA,NA,NA,NA
"1196","North Frontenac","North Frontenac","ON","Ontario",44.95,-76.9,1898,1.6,NA,NA,NA,NA,NA,NA
"1197","Lac-Supérieur","Lac-Superieur","QC","Quebec",46.2,-74.4667,1892,5.1,NA,NA,NA,NA,NA,NA
"1198","Les Escoumins","Les Escoumins","QC","Quebec",48.35,-69.4,1891,7,NA,NA,NA,NA,NA,NA
"1199","Richibucto","Richibucto","NB","New Brunswick",46.6189,-64.8385,1887,7.6,NA,NA,NA,NA,NA,NA
"1200","Rivière-Beaudette","Riviere-Beaudette","QC","Quebec",45.2333,-74.3333,1885,101.9,NA,NA,NA,NA,NA,NA
"1201","Saint-Barthélemy","Saint-Barthelemy","QC","Quebec",46.1833,-73.1333,1883,17.9,NA,NA,NA,NA,NA,NA
"1202","Nisga'a","Nisga'a","BC","British Columbia",55.1078,-129.4293,1880,0.9,NA,NA,NA,NA,NA,NA
"1203","Austin","Austin","QC","Quebec",45.1833,-72.2833,1880,25.5,NA,NA,NA,NA,NA,NA
"1204","Saint-Mathieu","Saint-Mathieu","QC","Quebec",45.3167,-73.5164,1879,59.5,NA,NA,NA,NA,NA,NA
"1205","Saint-Paul-de-l'Île-aux-Noix","Saint-Paul-de-l'Ile-aux-Noix","QC","Quebec",45.1333,-73.2833,1877,63.4,NA,NA,NA,NA,NA,NA
"1206","Orkney No. 244","Orkney No. 244","SK","Saskatchewan",51.2557,-102.6469,1875,2.3,NA,NA,NA,NA,NA,NA
"1207","Behchokò","Behchoko","NT","Northwest Territories",62.8184,-115.9933,1874,24.9,NA,NA,NA,NA,NA,NA
"1208","Saint-Joseph-de-Coleraine","Saint-Joseph-de-Coleraine","QC","Quebec",45.97,-71.37,1870,14.7,NA,NA,NA,NA,NA,NA
"1209","Saint-Cyprien-de-Napierville","Saint-Cyprien-de-Napierville","QC","Quebec",45.1833,-73.4167,1869,19.2,NA,NA,NA,NA,NA,NA
"1210","Sayabec","Sayabec","QC","Quebec",48.5667,-67.6833,1864,14.3,NA,NA,NA,NA,NA,NA
"1211","Valleyview","Valleyview","AB","Alberta",55.0686,-117.2683,1863,199.9,NA,NA,NA,NA,NA,NA
"1212","Déléage","Deleage","QC","Quebec",46.3833,-75.9167,1856,7.5,NA,NA,NA,NA,NA,NA
"1213","Potton","Potton","QC","Quebec",45.0833,-72.3667,1849,7.1,NA,NA,NA,NA,NA,NA
"1214","Sainte-Béatrix","Sainte-Beatrix","QC","Quebec",46.2,-73.6167,1849,22,NA,NA,NA,NA,NA,NA
"1215","Sainte-Justine","Sainte-Justine","QC","Quebec",46.4,-70.35,1845,14.6,NA,NA,NA,NA,NA,NA
"1216","Eastman","Eastman","QC","Quebec",45.3341,-72.3041,1843,25,NA,NA,NA,NA,NA,NA
"1217","Saint-Valérien-de-Milton","Saint-Valerien-de-Milton","QC","Quebec",45.5667,-72.7167,1840,17.1,NA,NA,NA,NA,NA,NA
"1218","Saint-Cuthbert","Saint-Cuthbert","QC","Quebec",46.15,-73.2333,1839,13.9,NA,NA,NA,NA,NA,NA
"1219","Saint-Blaise-sur-Richelieu","Saint-Blaise-sur-Richelieu","QC","Quebec",45.2167,-73.2833,1837,26.3,NA,NA,NA,NA,NA,NA
"1220","Middleton","Middleton","NS","Nova Scotia",44.9418,-65.0686,1832,329.1,NA,NA,NA,NA,NA,NA
"1221","Maugerville","Maugerville","NB","New Brunswick",46.1301,-66.2859,1831,2,NA,NA,NA,NA,NA,NA
"1222","Dalmeny","Dalmeny","SK","Saskatchewan",52.3411,-106.7733,1826,805.7,NA,NA,NA,NA,NA,NA
"1223","Kamsack","Kamsack","SK","Saskatchewan",51.565,-101.8947,1825,311.8,NA,NA,NA,NA,NA,NA
"1224","Lumsden","Lumsden","SK","Saskatchewan",50.6463,-104.8676,1824,402,NA,NA,NA,NA,NA,NA
"1225","Trinity Bay North","Trinity Bay North","NL","Newfoundland and Labrador",48.4978,-53.086,1819,71.5,NA,NA,NA,NA,NA,NA
"1226","Saint-Michel-de-Bellechasse","Saint-Michel-de-Bellechasse","QC","Quebec",46.8667,-70.9167,1816,41,NA,NA,NA,NA,NA,NA
"1227","Sainte-Angèle-de-Monnoir","Sainte-Angele-de-Monnoir","QC","Quebec",45.3833,-73.1,1812,39.9,NA,NA,NA,NA,NA,NA
"1228","Picture Butte","Picture Butte","AB","Alberta",49.8731,-112.78,1810,635.1,NA,NA,NA,NA,NA,NA
"1229","Sacré-Coeur-Saguenay","Sacre-Coeur-Saguenay","QC","Quebec",48.2479,-69.854,1803,5.9,NA,NA,NA,NA,NA,NA
"1230","Saint-Louis","Saint-Louis","NB","New Brunswick",46.7048,-65.1046,1802,7,NA,NA,NA,NA,NA,NA
"1231","Victoria","Victoria","NL","Newfoundland and Labrador",47.7675,-53.2411,1800,102,168.14,17,155.12,25,172.43,16
"1232","Saint-Robert","Saint-Robert","QC","Quebec",45.9667,-73,1794,27.7,NA,NA,NA,NA,NA,NA
"1233","Armstrong","Armstrong","MB","Manitoba",50.64,-97.495,1792,1,NA,NA,NA,NA,NA,NA
"1234","Saint-Pierre-de-l'Île-d'Orléans","Saint-Pierre-de-l'Ile-d'Orleans","QC","Quebec",46.8833,-71.0667,1789,57.1,NA,NA,NA,NA,NA,NA
"1235","La Guadeloupe","La Guadeloupe","QC","Quebec",45.95,-70.93,1787,54.8,NA,NA,NA,NA,NA,NA
"1236","Saint Andrews","Saint Andrews","NB","New Brunswick",45.074,-67.0521,1786,213.9,NA,NA,NA,NA,NA,NA
"1237","Burns Lake","Burns Lake","BC","British Columbia",54.2292,-125.7625,1779,269.8,NA,NA,NA,NA,NA,NA
"1238","Povungnituk","Povungnituk","QC","Quebec",60.0477,-77.2751,1779,20.6,NA,NA,NA,NA,NA,NA
"1239","Manners Sutton","Manners Sutton","NB","New Brunswick",45.6417,-67.0609,1777,3.4,NA,NA,NA,NA,NA,NA
"1240","Gore","Gore","QC","Quebec",45.77,-74.25,1775,19.1,NA,NA,NA,NA,NA,NA
"1241","Deseronto","Deseronto","ON","Ontario",44.2,-77.05,1774,705.7,NA,NA,NA,NA,NA,NA
"1242","Lamont","Lamont","AB","Alberta",53.7603,-112.7778,1774,192.8,NA,NA,NA,NA,NA,NA
"1243","Chambord","Chambord","QC","Quebec",48.4333,-72.0667,1773,14.6,NA,NA,NA,NA,NA,NA
"1244","Dudswell","Dudswell","QC","Quebec",45.5833,-71.5833,1771,8.1,NA,NA,NA,NA,NA,NA
"1245","Wynyard","Wynyard","SK","Saskatchewan",51.7667,-104.1833,1767,334.1,NA,NA,NA,NA,NA,NA
"1246","Cambridge Bay","Cambridge Bay","NU","Nunavut",69.1528,-105.1707,1766,8.7,NA,NA,NA,NA,NA,NA
"1247","Saint-Narcisse","Saint-Narcisse","QC","Quebec",46.5667,-72.4667,1762,16.8,NA,NA,NA,NA,NA,NA
"1248","Frontenac Islands","Frontenac Islands","ON","Ontario",44.2,-76.3833,1760,10.1,NA,NA,NA,NA,NA,NA
"1249","Waswanipi","Waswanipi","QC","Quebec",49.7883,-75.9544,1759,4.2,NA,NA,NA,NA,NA,NA
"1250","Inukjuak","Inukjuak","QC","Quebec",58.4824,-78.1309,1757,31.6,NA,NA,NA,NA,NA,NA
"1251","Piney","Piney","MB","Manitoba",49.2069,-95.8333,1755,0,NA,NA,NA,NA,NA,NA
"1252","Komoka","Komoka","ON","Ontario",42.958,-81.4001,1754,1576.6,NA,NA,NA,NA,NA,NA
"1253","Saint-Zacharie","Saint-Zacharie","QC","Quebec",46.1333,-70.3667,1751,9.4,NA,NA,NA,NA,NA,NA
